time (seconds),weight (kg)
45.8456990719,6.956
45.8459639549,7.15
45.8462250233,7.261
46.085267067,7.455
46.0855400562,7.483
46.0858039856,4.85
46.0860660076,2.522
46.3265271187,3.409
46.3268549442,3.797
46.3273510933,3.824
46.3277411461,4.102
46.5684540272,4.323
46.5687270164,4.406
46.5689909458,4.628
46.5692541599,4.767
46.8129630089,5.016
46.8133230209,5.099
46.8136451244,5.21
46.8139600754,5.515
47.0496311188,5.543
47.0499069691,5.681
47.0502090454,5.848
47.0504741669,6.097
47.288998127,6.152
47.2892730236,6.319
47.289536953,6.291
47.5278830528,1.94
47.5281560421,2.383
47.5284199715,2.494
47.5286819935,2.55
47.7763431072,2.633
47.7768051624,2.716
47.7772550583,2.827
47.7776751518,2.882
48.0471830368,2.993
48.0474770069,2.993
48.0477440357,2.993
48.0480070114,3.104
48.0482699871,3.242
48.2803990841,3.215
48.2806720734,3.353
48.2809350491,3.436
48.2811961174,3.492
48.5153210163,3.52
48.5155961514,3.63
48.5158600807,3.658
48.5161221027,3.769
48.7533121109,3.824
48.7536740303,3.852
48.7540149689,3.935
48.7543210983,4.018
48.9893820286,4.185
48.9896540642,4.185
48.9899170399,4.268
49.2290771008,4.323
49.2293491364,4.379
49.2296130657,4.545
49.2298750877,4.517
49.4689691067,4.656
49.4692430496,4.628
49.469506979,4.628
49.469769001,4.767
49.707036972,4.794
49.7073090076,4.961
49.7075719833,5.044
49.707832098,4.961
49.9471721649,5.099
49.9474451542,5.044
49.9477081299,4.988
49.9479711056,-0.333
50.191339016,0.083
50.1917200089,-0.028
50.1923680305,-0.139
50.1927871704,-0.083
50.430740118,-0.055
50.431014061,-0.083
50.4312770367,-0.055
50.431538105,-0.111
50.4317979813,-0.083
50.6718349457,-0.055
50.672109127,-0.083
50.6723721027,-0.083
50.6726629734,-0.111
50.6729271412,-0.111
50.6731891632,-0.083
50.9105429649,-0.083
50.9108870029,-0.083
50.911231041,-0.111
50.9115490913,-0.111
50.9118850231,-0.083
51.1469299793,-0.083
51.1472029686,-0.111
51.1474671364,-0.083
51.1477279663,-0.083
51.147988081,-0.083
51.1482491493,-0.083
51.3852181435,-0.083
51.6218481064,-0.083
51.6221189499,-0.083
51.6223831177,-0.083
51.6226451397,-0.111
51.6229050159,-0.083
51.8640651703,-0.139
51.8643400669,-0.083
51.864606142,-0.083
51.8648700714,-0.111
51.8651320934,-0.055
51.8653941154,-0.083
52.1011071205,-0.111
52.101377964,-0.083
52.1016409397,-0.139
52.1019029617,-0.111
52.1021630764,-0.083
52.337526083,-0.083
52.3378009796,-0.111
52.3380651474,-0.111
52.3383281231,-0.083
52.3385910988,-0.083
52.3388531208,-0.083
52.5744731426,-0.111
52.5747470856,-0.111
52.8111250401,-0.111
52.8116431236,-0.111
52.8119089603,-0.111
52.812171936,-0.083
53.0456809998,-0.139
53.045953989,-0.111
53.0462181568,-0.111
53.0464811325,-0.111
53.0467431545,-0.083
53.0470449924,-0.111
53.2813961506,-0.111
53.2817749977,-0.111
53.2823150158,-0.083
53.2827129364,-0.111
53.2830309868,-0.083
53.5177659988,-0.055
53.5181219578,-0.111
53.518460989,-0.111
53.5187780857,-0.111
53.5190939903,-0.111
53.5194320679,-0.055
53.762638092,-0.083
53.7629110813,-0.083
53.7631771564,-0.111
53.7634401321,-0.139
54.0874090195,-0.083
54.0882251263,-0.083
54.0886130333,-0.111
54.088955164,-0.111
54.4460670948,-0.083
54.4464869499,-0.083
54.4469540119,-0.111
54.4474151134,-0.083
54.4478449821,-0.111
54.4482340813,-0.111
54.4486441612,-0.083
54.4490990639,-0.111
54.4495580196,-0.055
54.6896851063,-0.055
54.6899590492,-0.083
54.6902241707,-0.055
54.6904859543,-0.139
54.6907491684,-0.083
54.928647995,-0.055
54.9289219379,-0.083
54.9291870594,-0.083
54.9294509888,-0.083
54.9297139645,-0.083
54.9299781322,-0.083
55.1686990261,-0.111
55.1689729691,-0.111
55.4349939823,-0.249
55.4352991581,-0.748
55.4355671406,-0.083
55.4358320236,0.554
55.4360971451,0.111
55.6831960678,0.083
55.6836459637,-0.333
